11,-0.71271,-0.89004,-1.10617,-0.13952,-0.41575,-1.13113,-1.39876,1.37927,-0.71368,0,1.63311,0.70501,-0.71271,-0.71271
12,-0.69452,-0.07428,-0.38901,-0.13952,-0.41575,-0.91274,-1.39876,0.55475,-0.71368,0,1.52948,0.27877,-0.69452,-0.69452
15,-0.48096,0.39719,-0.14669,8.06399,-0.41575,-1.13113,-1.39876,-0.31956,-0.71368,0,2.5853,-0.6229,-0.48096,-0.48096
16,-0.69452,-0.71984,0.88795,-0.13952,0.24368,0.39762,-1.39876,0.2112,-0.71368,0,0.55234,-0.6229,-0.69452,-0.69452
18,0.55592,0.81336,0.07211,-0.13952,-0.41575,1.81718,-1.39876,-1.05564,-0.71368,0,0.63377,-0.6229,0.55592,0.55592
20,1.90639,-0.7844,0.51905,-0.13952,-0.41575,-0.34492,-1.39876,1.07007,-0.71368,0,-1.56478,-0.6229,1.90639,1.90639
21,-0.53317,0.5088,0.1236,-0.13952,1.88162,-0.87752,-1.39876,-0.12681,-0.71368,0,0.70469,0.94775,-0.53317,-0.53317
22,0.76054,0.21915,0.56548,-0.13952,-0.41575,2.62127,-1.39876,-0.68671,-0.71368,0,-0.76531,-0.6229,0.76054,0.76054
23,-0.00678,-0.27602,3.50394,-0.13952,-0.41575,-0.39405,-1.39876,-0.33096,-0.71368,0,-1.56478,-0.6229,-0.00678,-0.00678
26,-0.2149,1.49982,-0.47453,-0.13952,-0.41575,1.7768,-1.39876,-0.15823,-0.71368,0,-0.60103,-0.6229,-0.2149,-0.2149
28,-0.8236,-1.08427,-0.65905,5.74848,0.73294,0.58079,-0.60128,-1.22395,3.49869,0,-0.14636,2.51839,-0.8236,-0.8236
29,-0.43862,-0.75738,-0.09864,-0.13952,-0.41575,-0.58261,-0.24891,0.17125,-0.49676,0,2.11652,-0.6229,-0.43862,-0.43862
30,-0.50764,-0.79078,-0.00858,-0.13952,-0.41575,-0.87194,-0.31209,1.10405,-0.09868,0,-0.4051,0.98227,-0.50764,-0.50764
31,0.16785,0.73823,-0.73149,-0.13952,-0.41575,0.08886,0.30619,0.00389,-0.39204,0,0.25471,0.21658,0.16785,0.16785
32,-0.80931,0.92051,-0.64487,-0.13952,1.33553,0.80219,-0.58821,0.13235,-0.25495,0,-0.26727,-0.6229,-0.80931,-0.80931
34,0.50998,-1.00969,-0.89864,-0.13952,-0.41575,-0.64978,0.61934,0.56527,-0.33297,0,0.94785,1.36445,0.50998,0.50998
36,0.46589,1.42342,-1.52409,-0.13952,-0.41575,-0.18767,0.57898,-0.84693,1.89799,0,-1.21301,3.2723,0.46589,0.46589
37,-0.62519,-0.84768,1.05512,-0.13952,-0.41575,1.20417,-0.41968,-0.79734,-0.52898,0,1.56979,-0.6229,-0.62519,-0.62519
38,0.04768,0.88364,-0.04117,-0.13952,-0.41575,-0.75071,0.19619,0.27215,-0.41279,0,-0.14636,-0.6229,0.04768,0.04768
39,-0.25437,-1.3654,1.13199,-0.13952,0.53383,-0.81665,-0.08026,0.45168,0.03251,0,-0.39222,0.6755,-0.25437,-0.25437
41,0.42352,-1.02364,-0.32224,-0.13952,-0.41575,-0.66865,0.5402,0.52444,-0.3479,0,1.19419,-0.6229,0.42352,0.42352
43,-0.10608,-1.3654,2.30679,-0.13952,-0.41575,-1.13113,0.05546,-0.74872,-0.43934,0,1.28041,0.80916,-0.10608,-0.10608
44,-0.49445,-0.00973,0.34879,-0.13952,-0.41575,-0.08284,-0.30001,0.55475,-0.5064,0,-0.58764,0.4591,-0.49445,-0.49445
48,-0.72156,0.04785,0.27056,-0.13952,0.22586,-0.70615,-0.50788,0.06728,1.47111,0,-0.61405,-0.6229,-0.72156,-0.72156
50,-0.76351,-0.91463,-0.59939,-0.13952,-0.41575,0.08886,-0.54628,0.32374,-0.23123,0,1.92258,-0.20316,-0.76351,-0.76351
57,-0.08237,0.97596,-1.06667,-0.13952,-0.41575,0.27702,0.07717,0.14711,0.67847,0,-0.51472,-0.6229,-0.08237,-0.08237
59,0.26945,0.85298,0.70479,-0.13952,0.87913,1.87079,0.39919,-2.75269,3.69563,0,-1.56478,-0.6229,0.26945,0.26945
63,-0.15147,0.62661,0.00826,-0.13952,-0.41575,2.57532,0.01391,-1.93353,3.28377,0,-1.56478,-0.6229,-0.15147,-0.15147
66,-0.05793,-0.04494,-0.59539,-0.13952,-0.41575,-0.77376,0.09953,0.5079,0.13427,0,0.03417,0.85256,-0.05793,-0.05793
67,0.02002,0.29461,-0.30794,-0.13952,-0.41575,-0.38236,0.17088,0.18666,0.17464,0,0.11031,-0.6229,0.02002,0.02002
69,-0.85737,-1.3654,0.3765,-0.13952,-0.41575,0.51444,-0.63219,0.49483,-0.56907,0,1.16211,-0.6229,-0.85737,-0.85737
70,-0.55763,-0.26455,-0.07239,-0.13952,-0.41575,-0.3863,-0.35784,0.2564,-0.51731,0,1.0272,0.40215,-0.55763,-0.55763
82,-0.63568,-0.3401,0.12845,-0.13952,-0.41575,-0.66865,-0.42928,0.61538,-0.53079,0,0.84932,-0.6229,-0.63568,-0.63568
83,-0.65604,-0.69501,-1.22941,-0.13952,-0.41575,0.22963,-0.44792,1.66468,0.18319,0,-0.55006,-0.6229,-0.65604,-0.65604
85,-0.50764,-0.59924,1.67533,-0.13952,-0.41575,-0.35356,-0.31209,0.18666,0.7213,0,-1.3715,-0.6229,-0.50764,-0.50764
100,-0.49445,-0.59073,-1.35383,-0.13952,-0.41575,0.4413,-0.30001,0.86394,-0.5064,0,1.36662,-0.6229,-0.49445,-0.49445
105,3.44979,1.12461,-1.52409,-0.13952,-0.41575,2.23837,3.31015,-1.13846,0.17464,0,-1.56478,-0.6229,3.44979,3.44979
109,-0.49445,-1.3654,-0.67278,-0.13952,0.37557,2.27581,-0.30001,1.07007,-0.5064,0,-0.78307,-0.0819,-0.49445,-0.49445
113,0.10576,0.08711,-1.0133,-0.13952,5.51914,0.4413,0.24936,-1.24888,1.46271,0,-0.09908,1.0001,0.10576,0.10576
118,0.38278,-1.03021,0.24401,-0.13952,-0.41575,-1.13113,0.50292,0.77277,-0.35493,0,0.12641,0.31345,0.38278,0.38278
119,0.26945,2.75444,-0.40965,-0.13952,0.87913,1.0131,0.39919,-2.07808,2.33892,0,-1.56478,-0.6229,0.26945,0.26945
121,0.07624,0.34903,-1.02168,-0.13952,1.91929,1.18885,0.22234,0.20838,0.20377,0,-1.27644,0.1753,0.07624,0.07624
126,-0.05793,-1.10131,-0.82756,-0.13952,-0.41575,1.37047,0.09953,0.78899,-0.43103,0,0.30066,-0.6229,-0.05793,-0.05793
132,0.13628,-1.3654,-1.26437,-0.13952,-0.41575,-0.73136,0.27729,1.17488,-0.39749,0,1.1182,1.02761,0.13628,0.13628
133,0.60381,1.23057,0.43211,-0.13952,-0.41575,-0.62929,0.70522,0.21486,-0.31677,0,-1.56478,-0.6229,0.60381,0.60381
148,0.65378,-0.98649,0.14151,-0.13952,-0.41575,-1.13113,0.75096,0.3307,-0.30814,0,1.11172,-0.6229,0.65378,0.65378
149,-0.59244,0.23532,0.1959,-0.13952,-0.41575,-0.4091,-0.38971,0.28131,-0.52332,0,0.40943,-0.12606,-0.59244,-0.59244
152,-0.60358,-1.18934,-0.28582,-0.13952,-0.41575,-1.13113,-0.3999,1.53855,-0.52524,0,0.74481,-0.6229,-0.60358,-0.60358
161,-0.05793,2.33189,0.33331,-0.13952,4.9796,-0.77376,0.09953,-1.17861,-0.43103,0,-0.49881,-0.6229,-0.05793,-0.05793
166,-0.45306,1.63979,-0.29116,-0.13952,-0.41575,-0.86002,-0.26213,-1.0623,2.9315,0,-0.75612,-0.6229,-0.45306,-0.45306
169,-0.77147,-1.21643,0.70241,-0.13952,-0.41575,-0.32476,-0.55357,0.91151,-0.55423,0,0.38949,-0.6229,-0.77147,-0.77147
170,-0.17321,-0.38343,-1.30826,-0.13952,-0.41575,-1.13113,-0.00598,1.41846,-0.45093,0,0.91246,-0.6229,-0.17321,-0.17321
177,-0.79455,-0.05814,-1.2687,-0.13952,2.55169,-0.93458,-0.5747,1.14737,-0.24731,0,-0.39222,1.8116,-0.79455,-0.79455
178,-0.7793,-0.92227,1.33284,-0.13952,-0.41575,0.86773,-0.56073,0.07436,-0.55559,0,0.07482,-0.6229,-0.7793,-0.7793
180,0.65378,-0.60757,1.14087,-0.13952,1.13248,-0.10563,0.75096,-0.67755,-0.30814,0,0.34701,-0.6229,0.65378,0.65378
181,1.68131,3.53682,0.87021,-0.13952,-0.41575,0.34303,1.69146,-3.08472,-0.13072,0,-1.56478,3.94179,1.68131,1.68131
186,0.26945,-1.3654,-0.13104,-0.13952,-0.41575,-1.13113,0.39919,1.12629,-0.3745,0,0.67375,-0.6229,0.26945,0.26945
191,0.23438,-0.1204,-0.15592,-0.13952,0.85601,-0.70995,0.36708,0.18666,-0.38056,0,0.31969,0.24657,0.23438,0.23438
199,-0.10608,-0.3401,0.95472,-0.13952,-0.41575,0.60317,0.05546,-0.20308,-0.43934,0,-0.01286,-0.6229,-0.10608,-0.10608
203,-0.65604,1.81895,-0.19801,-0.13952,0.26904,-0.45075,-0.44792,-0.02994,-0.17556,0,-0.71918,0.31345,-0.65604,-0.65604
204,-0.45306,-0.76437,0.23724,-0.13952,0.40285,-0.31781,-0.26213,0.53698,-0.49925,0,0.65904,-0.6229,-0.45306,-0.45306
209,0.04768,-0.52201,0.45314,-0.13952,-0.41575,0.39058,0.19619,-1.52317,4.40134,0,-1.56478,0.16242,0.04768,0.04768
210,-0.7037,0.87333,-0.96176,-0.13952,0.23763,2.33111,-0.49154,0.50274,-0.54253,0,-1.40342,-0.1762,-0.7037,-0.7037
211,-0.17321,-1.11991,-0.87662,-0.13952,-0.41575,-0.46672,-0.00598,0.76523,-0.45093,0,1.65563,0.06288,-0.17321,-0.17321
214,-0.40871,1.12461,-0.24713,-0.13952,-0.41575,0.83441,-0.22153,-0.58632,0.39673,0,-0.51785,0.53639,-0.40871,-0.40871
215,0.70597,2.50796,-0.84304,-0.13952,-0.41575,-1.13113,0.79873,0.03943,-0.29913,0,-1.56478,1.5411,0.70597,0.70597
217,2.30653,-0.07428,-0.95655,-0.13952,2.22198,1.48959,2.26373,-1.33477,1.35907,0,-1.56478,1.18044,2.30653,2.30653
219,-0.58108,0.07213,-0.10232,-0.13952,-0.41575,-0.88797,-0.3793,0.24131,0.63254,0,-0.11419,0.88298,-0.58108,-0.58108
225,0.60381,0.85972,-0.54599,-0.13952,-0.41575,-0.62929,0.70522,0.0175,0.47705,0,-0.81634,0.41306,0.60381,0.60381
226,0.23438,1.43587,-0.15592,-0.13952,0.85601,1.396,0.36708,-1.80101,-0.38056,0,-0.30846,3.72443,0.23438,0.23438
227,-0.802,-0.93325,-0.6376,-0.13952,-0.41575,1.20803,-0.58151,0.40569,-0.55951,0,1.48776,-0.6229,-0.802,-0.802
236,0.16785,0.13719,-0.46729,-0.13952,-0.41575,-1.13113,0.30619,0.96345,-0.39204,0,-0.04854,-0.6229,0.16785,0.16785
238,-0.37734,0.12253,-0.02911,-0.13952,-0.41575,1.45763,-0.19282,-0.36278,-0.03119,0,0.15116,-0.6229,-0.37734,-0.37734
239,0.10576,-0.7844,-1.0133,-0.13952,-0.41575,-1.13113,0.24936,1.37927,-0.40276,0,0.78034,-0.6229,0.10576,0.10576
240,-0.71271,0.0607,-0.27035,-0.13952,-0.41575,0.1554,-0.49979,0.87331,-0.54409,0,-0.28562,-0.18026,-0.71271,-0.71271
244,-0.29178,-0.00721,-1.12607,-0.13952,-0.41575,0.40046,-0.11451,0.78899,-0.47141,0,0.49101,-0.6229,-0.29178,-0.29178
250,-0.10608,0.17255,0.50402,-0.13952,-0.41575,-0.78427,0.05546,0.20615,-0.43934,0,-0.01286,0.09313,-0.10608,-0.10608
251,0.76054,1.40757,3.00332,-0.13952,-0.41575,-1.13113,0.84867,-1.74078,-0.2897,0,-0.76531,-0.6229,0.76054,0.76054
254,0.60381,0.85972,0.10607,-0.13952,-0.41575,-0.12745,0.70522,-0.37722,-0.31677,0,-0.06789,-0.6229,0.60381,0.60381
256,-0.25437,-0.2034,-0.09389,-0.13952,-0.41575,0.4413,-0.08026,0.20433,0.03251,0,0.07681,-0.6229,-0.25437,-0.25437
258,-0.08237,-0.06465,0.07688,-0.13952,-0.41575,-0.42706,0.07717,0.28555,0.12161,0,-1.03975,2.28397,-0.08237,-0.08237
262,-0.03275,1.048,-0.10961,-0.13952,-0.41575,0.32035,0.12258,-0.26184,-0.42668,0,0.05877,-0.6229,-0.03275,-0.03275
263,-0.59244,-1.18755,-0.27319,-0.13952,-0.41575,1.75702,-0.38971,0.56527,-0.52332,0,0.40943,-0.6229,-0.59244,-0.59244
267,0.55592,0.81336,0.07211,-0.13952,-0.41575,0.83441,0.66139,-0.0894,-0.32504,0,-1.19835,-0.6229,0.55592,0.55592
272,-0.43862,-0.35202,-1.16773,-0.13952,-0.41575,-1.13113,-0.24891,1.24984,-0.49676,0,0.88942,0.50943,-0.43862,-0.43862
273,-0.25437,-0.4358,-0.09389,-0.13952,-0.41575,-1.13113,-0.08026,0.32801,-0.46495,0,1.71839,-0.6229,-0.25437,-0.25437
277,-0.50764,-0.79078,0.66499,-0.13952,-0.41575,-0.09436,-0.31209,-0.11913,0.31131,0,0.75457,-0.6229,-0.50764,-0.50764
282,-0.64596,-0.51928,0.26118,-0.13952,0.27569,-0.67314,-0.43869,0.01941,-0.53256,0,0.65512,2.68613,-0.64596,-0.64596
283,-0.27332,0.01066,0.49216,-0.13952,-0.41575,-0.51044,-0.09761,0.37845,0.0227,0,-0.8705,0.65842,-0.27332,-0.27332
284,-0.39321,-1.1554,3.27605,-0.13952,-0.41575,-0.56278,-0.20735,-1.31407,-0.48892,0,1.19003,-0.03627,-0.39321,-0.39321
285,0.02002,-0.25873,-0.55117,-0.13952,0.7147,-1.13113,0.17088,1.36454,-0.41757,0,-0.44805,-0.6229,0.02002,0.02002
286,-0.54553,-0.06742,0.75814,-0.13952,1.85718,0.37439,-0.34677,-0.57458,1.07242,0,-0.81634,-0.6229,-0.54553,-0.54553
292,0.65378,-0.22866,-1.19097,-0.13952,1.13248,-0.61838,0.75096,1.13729,-0.30814,0,-0.41771,-0.6229,0.65378,0.65378
293,7.30829,1.53962,-1.52409,-0.13952,-0.41575,0.83441,6.84183,-2.79485,0.84089,0,-1.56478,-0.6229,7.30829,7.30829
294,-0.56948,-0.82071,1.02983,-0.13952,-0.41575,0.09733,-0.36869,-0.28265,-0.13072,0,0.63377,0.39148,-0.56948,-0.56948
297,-0.46717,-0.7712,-0.30517,-0.13952,-0.41575,-0.86311,-0.27504,1.84306,-0.50169,0,-0.56544,-0.6229,-0.46717,-0.46717
299,0.38278,-0.35982,1.71743,-0.13952,-0.41575,-0.67755,0.50292,-0.11913,-0.35493,0,-0.55006,-0.6229,0.38278,0.38278
304,0.20053,0.16355,0.08891,-0.13952,-0.41575,0.11026,0.3361,-0.2318,-0.3864,0,0.5952,-0.6229,0.20053,0.20053
306,-0.05793,-0.04494,0.56548,-0.13952,-0.41575,0.29835,0.09953,-0.05427,-0.43103,0,-0.23232,0.11483,-0.05793,-0.05793
307,0.26945,0.53606,2.93366,-0.13952,-0.41575,1.44194,0.39919,-2.41539,-0.3745,0,0.03417,-0.6229,0.26945,0.26945
309,-0.42384,0.27508,-0.08187,-0.13952,-0.41575,-0.85365,-0.23538,0.01518,-0.05527,0,1.12521,-0.6229,-0.42384,-0.42384
